33000	28000	33000	8500	0	FHT-add
16500	14000	16500	4250	0	FHT-add
8250	7000	8250	2125	0	FHT-add
17100	16300	18000	2800	0	FHT-add
8550	8150	9000	1400	0	FHT-add
10500	10550	11550	1175	0	FHT-add
8400	8440	9240	940	0	FHT-add
9930	10210	11280	820	0	FHT-add
11430	11860	13290	745	0	FHT-add
20652	21484	24432	1120	0	FHT-add
10326	10742	12216	560	0	FHT-add
11496	11954	13782	539	0	FHT-add
31000	28000	33000	6500	0	FHT-save
15500	14000	16500	3250	0	FHT-save
7750	7000	8250	1625	0	FHT-save
16700	16300	18000	2400	0	FHT-save
8350	8150	9000	1200	0	FHT-save
10400	10550	11550	1075	0	FHT-save
8320	8440	9240	860	0	FHT-save
9890	10210	11280	780	0	FHT-save
11410	11860	13290	725	0	FHT-save
20636	21484	24432	1104	0	FHT-save
10318	10742	12216	552	0	FHT-save
11492	11954	13782	535	0	FHT-save
2500	0	2500	0	0	line
2500	0	2500	0	0	line
2500	0	2500	0	0	line
2500	0	2500	0	0	line
2500	0	2500	0	0	line
2500	0	2500	0	0	line
2500	0	2500	0	0	line
2500	0	2500	0	0	line
2500	0	2500	0	0	line
2500	0	2500	0	0	line
2500	0	2500	0	0	line
2500	0	2500	0	0	line
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
10984	11954	13782	539	0	FHT
72500	68500	138000	0	1500	FFT-add
36250	34250	69000	0	750	FFT-add
18125	17125	34500	0	375	FFT-add
36500	34900	66000	0	400	FFT-add
18250	17450	33000	0	200	FFT-add
21925	21125	38100	0	125	FFT-add
17540	16900	30480	0	100	FFT-add
20450	19810	34440	0	60	FFT-add
23345	22705	38340	0	35	FFT-add
41972	40948	67536	0	32	FFT-add
20986	20474	33768	0	16	FFT-add
23293	22781	36852	0	9	FFT-add
70500	68500	138000	0	1500	FFT-save
35250	34250	69000	0	750	FFT-save
17625	17125	34500	0	375	FFT-save
36100	34900	66000	0	400	FFT-save
18050	17450	33000	0	200	FFT-save
21825	21125	38100	0	125	FFT-save
17460	16900	30480	0	100	FFT-save
20410	19810	34440	0	60	FFT-save
23325	22705	38340	0	35	FFT-save
41956	40948	67536	0	32	FFT-save
20978	20474	33768	0	16	FFT-save
23289	22781	36852	0	9	FFT-save
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
22781	22781	36852	0	9	FFT
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
254016	0	254016	0	0	circle
12500	0	12500	0	0	circle-add
9000	0	9000	0	0	circle-add
8000	0	8000	0	0	circle-add
8100	0	8100	0	0	circle-add
9800	0	9800	0	0	circle-add
14400	0	14400	0	0	circle-add
16820	0	16820	0	0	circle-add
29160	0	29160	0	0	circle-add
54080	0	54080	0	0	circle-add
66564	0	66564	0	0	circle-add
129032	0	129032	0	0	circle-add
254016	0	254016	0	0	circle-add
12500	0	12500	0	0	circle-save
9000	0	9000	0	0	circle-save
8000	0	8000	0	0	circle-save
8100	0	8100	0	0	circle-save
9800	0	9800	0	0	circle-save
14400	0	14400	0	0	circle-save
16820	0	16820	0	0	circle-save
29160	0	29160	0	0	circle-save
54080	0	54080	0	0	circle-save
66564	0	66564	0	0	circle-save
129032	0	129032	0	0	circle-save
254016	0	254016	0	0	circle-save
5000	0	2500	0	0	line-add
4000	0	2500	0	0	line-add
3500	0	2500	0	0	line-add
3400	0	2500	0	0	line-add
3200	0	2500	0	0	line-add
3100	0	2500	0	0	line-add
3080	0	2500	0	0	line-add
3040	0	2500	0	0	line-add
3020	0	2500	0	0	line-add
3016	0	2500	0	0	line-add
3008	0	2500	0	0	line-add
3004	0	2500	0	0	line-add
